drugName,condition,average_category,num_reviews
Cefpodoxime,Pneumonia,2.0,1
Cefpodoxime,Sinusitis,4.0,1
Cefpodoxime,Upper Respiratory Tract Infection,2.0,1
Cefprozil,Bladder Infection,2.0,2
Cefprozil,Bronchitis,5.0,2
Cefprozil,Pneumonia,2.5,2
Cefprozil,Sinusitis,2.111111111111111,9
Cefprozil,Tonsillitis/Pharyngitis,4.0,3
Cefprozil,Upper Respiratory Tract Infection,3.0,2
Ceftibuten,Bronchitis,5.0,1
Ceftibuten,Sinusitis,3.5,2
Ceftin,6</span> users found this comment helpful.,4.0,1
Ceftin,Bacterial Infection,5.0,1
Ceftin,Bladder Infection,1.0,1
Ceftin,Bronchitis,4.5,2
Ceftin,Lyme Disease,3.8,5
Ceftin,Pneumonia,3.75,4
Ceftin,Sinusitis,3.272727272727273,11
Ceftin,Strep Throat,2.0,1
Ceftin,Tonsillitis/Pharyngitis,2.5,2
Ceftin,Upper Respiratory Tract Infection,2.5,2
Ceftin,Urinary Tract Infection,5.0,2
Ceftriaxone,Bacterial Infection,3.1052631578947367,19
Ceftriaxone,Bronchitis,3.5,2
Ceftriaxone,"Gonococcal Infection, Disseminated",1.0,1
Ceftriaxone,"Gonococcal Infection, Uncomplicated",3.5,2
Ceftriaxone,Intraabdominal Infection,4.0,1
Ceftriaxone,Joint Infection,3.0,1
Ceftriaxone,Kidney Infections,3.0,2
Ceftriaxone,Lyme Disease,2.0,1
Ceftriaxone,"Lyme Disease, Neurologic",2.0,2
Ceftriaxone,Otitis Media,2.6666666666666665,3
Ceftriaxone,Pelvic Inflammatory Disease,1.0,1
Ceftriaxone,Pneumonia,2.857142857142857,14
Ceftriaxone,Urinary Tract Infection,2.611111111111111,18
Cefuroxime,Bacterial Infection,2.75,4
Cefuroxime,Bladder Infection,1.0,1
Cefuroxime,Bronchitis,4.0,6
Cefuroxime,Lyme Disease,3.8,5
Cefuroxime,Otitis Media,1.0,1
Cefuroxime,Pneumonia,3.2,5
Cefuroxime,Sinusitis,2.9642857142857144,28
Cefuroxime,Skin and Structure Infection,3.0,1
Cefuroxime,Strep Throat,2.0,1
Cefuroxime,Surgical Prophylaxis,1.0,1
Cefuroxime,Tonsillitis/Pharyngitis,2.5,2
Cefuroxime,Upper Respiratory Tract Infection,3.0,6
Cefuroxime,Urinary Tract Infection,3.0,9
Cefzil,Bladder Infection,2.0,2
Cefzil,Bronchitis,5.0,1
Cefzil,Pneumonia,4.0,1
Cefzil,Sinusitis,2.6666666666666665,3
Cefzil,Tonsillitis/Pharyngitis,4.0,2
Cefzil,Upper Respiratory Tract Infection,3.0,2
Celebrex,13</span> users found this comment helpful.,1.0,1
Celebrex,7</span> users found this comment helpful.,1.0,1
Celebrex,Ankylosing Spondylitis,2.0,1
Celebrex,Juvenile Rheumatoid Arthritis,1.0,1
Celebrex,Osteoarthritis,2.6315789473684212,57
Celebrex,Pain,2.1666666666666665,54
Celebrex,Period Pain,1.0,1
Celebrex,Rheumatoid Arthritis,2.8823529411764706,17
Celecoxib,Ankylosing Spondylitis,2.0,1
Celecoxib,Juvenile Rheumatoid Arthritis,1.0,1
Celecoxib,Not Listed / Othe,2.0,1
Celecoxib,Osteoarthritis,2.540983606557377,61
Celecoxib,Pain,2.1904761904761907,63
Celecoxib,Period Pain,3.0,2
Celecoxib,Rheumatoid Arthritis,2.85,20
Celestone,Dermatological Disorders,2.0,1
Celexa,12</span> users found this comment helpful.,4.0,1
Celexa,7</span> users found this comment helpful.,3.0,1
Celexa,Anxiety and Stress,2.780564263322884,319
Celexa,Bipolar Disorde,3.0,1
Celexa,Depression,3.0234113712374584,299
Celexa,Generalized Anxiety Disorde,2.8,5
Celexa,Obsessive Compulsive Disorde,3.5,4
Celexa,Panic Disorde,2.7142857142857144,14
Celexa,Post Traumatic Stress Disorde,3.0,2
Celexa,Postpartum Depression,2.4166666666666665,12
Celexa,Premenstrual Dysphoric Disorde,3.3333333333333335,3
Celexa,Trichotillomania,1.0,1
CellCept,12</span> users found this comment helpful.,5.0,1
CellCept,Autoimmune Hepatitis,3.0,2
CellCept,Myasthenia Gravis,3.3333333333333335,6
CellCept,Nephrotic Syndrome,2.5,2
CellCept,"Organ Transplant, Rejection Prophylaxis",3.0,8
CellCept,Rheumatoid Arthritis,1.0,1
CellCept,Systemic Lupus Erythematosus,3.5,4
CellCept,Ulcerative Colitis,5.0,1
CellCept,Uveitis,2.0,1
Cenestin,Hypoestrogenism,4.0,1
Cenestin,Postmenopausal Symptoms,3.3333333333333335,3
Cepacol Dual Relief Sore Throat,Sore Throat,2.0,1
Cephalexin,Acne,3.0,3
Cephalexin,Bacterial Endocarditis Prevention,3.0,3
Cephalexin,Bacterial Infection,2.593220338983051,59
Cephalexin,Bladder Infection,2.8055555555555554,36
Cephalexin,Bone infection,2.0,1
Cephalexin,Kidney Infections,3.0,12
Cephalexin,Otitis Media,3.0,2
Cephalexin,Pharyngitis,2.5,2
Cephalexin,Skin or Soft Tissue Infection,2.6666666666666665,72
Cephalexin,Upper Respiratory Tract Infection,2.5384615384615383,13
Cerefolin NAC,Dietary Supplementation,5.0,1
Cerezyme,Gaucher Disease,4.0,1
Ceritinib,Non-Small Cell Lung Cance,3.0,1
Certolizumab,Ankylosing Spondylitis,2.5,4
Certolizumab,Crohn's Disease,4.5,2
Certolizumab,"Crohn's Disease, Acute",5.0,1
Certolizumab,"Crohn's Disease, Maintenance",2.5,6
Certolizumab,Psoriatic Arthritis,3.4,5
Certolizumab,Rheumatoid Arthritis,3.25,4
Cervidil,Labor Induction,1.8,5
Cesamet,"Nausea/Vomiting, Chemotherapy Induced",3.0,1
Cesamet,ibromyalgia,5.0,1
Cetaphil Lotion,Dry Skin,3.0,1
Cetirizine,Allergic Rhinitis,3.0631578947368423,95
Cetirizine,Not Listed / Othe,3.5,2
Cetirizine,Urticaria,3.2448979591836733,49
Cetirizine / pseudoephedrine,Allergic Rhinitis,3.3333333333333335,3
Cetuximab,Colorectal Cance,1.5,4
Cetuximab,Head and Neck Cance,1.0,2
Cetuximab,Squamous Cell Carcinoma,1.0,2
Cevimeline,Sjogren's Syndrome,2.727272727272727,11
Chantix,0</span> users found this comment helpful.,2.6666666666666665,3
Chantix,3</span> users found this comment helpful.,5.0,2
Chantix,Smoking Cessation,3.7164527421236873,857
Chaparral,Cance,1.0,1
Chaparral,Herbal Supplementation,4.5,2
Chateal,1</span> users found this comment helpful.,5.0,1
Chateal,4</span> users found this comment helpful.,1.0,1
Chateal,5</span> users found this comment helpful.,3.0,1
Chateal,Abnormal Uterine Bleeding,5.0,2
Chateal,Birth Control,2.9785714285714286,140
Chateal,Endometriosis,1.0,2
Chateal,Polycystic Ovary Syndrome,2.3333333333333335,3
Chateal,Premenstrual Syndrome,1.0,1
Cheratussin AC,17</span> users found this comment helpful.,3.0,1
Cheratussin AC,Cough,2.5555555555555554,27
Cheratussin DAC,Cold Symptoms,2.0,1
Children's Claritin Allergy,Allergic Rhinitis,4.0,3
Children's Dimetapp Decongestant Infant,Nasal Congestion,3.0,1
Children's Motrin,Pain,3.5,2
Children's Motrin,eve,5.0,1
Chlophedianol / guaifenesin / pseudoephedrine,Cough and Nasal Congestion,4.0,1
Chlor-Trimeton,Allergic Reactions,2.75,4
Chlor-Trimeton,Allergic Rhinitis,2.1666666666666665,6
Chlor-Trimeton,Urticaria,3.0,1
Chloral hydrate,Insomnia,3.5625,16
Chloral hydrate,Sedation,3.0,1
Chlorambucil,Chronic Lymphocytic Leukemia,2.5,2
Chlorambucil,Lymphoma,5.0,1
Chloramphenicol,Bacterial Infection,2.0,2
Chloraseptic Sore Throat Spray,16</span> users found this comment helpful.,2.0,1
Chloraseptic Sore Throat Spray,Sore Throat,2.75,4
Chloraseptic Sore Throat Spray,Tonsillitis/Pharyngitis,1.3333333333333333,3
Chlorcyclizine / phenylephrine,Nasal Congestion,4.0,1
Chlorcyclizine / phenylephrine,Rhinitis,3.0,1
Chlordiazepoxide,Alcohol Withdrawal,3.4269662921348316,89
Chlordiazepoxide,Anxiety,3.55,20
Chlordiazepoxide,Light Sedation,2.0,3
Chlordiazepoxide,Opiate Withdrawal,2.6666666666666665,3
Chlordiazepoxide / clidinium,Enterocolitis,3.0,2
Chlordiazepoxide / clidinium,Irritable Bowel Syndrome,2.7906976744186047,43
Chlordiazepoxide / clidinium,Peptic Ulce,3.0,2
Chlorhexidine,Gingivitis,1.875,8
Chlorhexidine,Mucositis,2.0,2
Chlorhexidine,Periodontitis,1.8,5
Chlorhexidine,"Skin Disinfection, Preoperative",2.0,4
Chloromycetin,Bacterial Infection,1.0,1
Chlorothiazide,Edema,4.0,1
Chlorpheniramine,Allergic Reactions,2.7777777777777777,9
Chlorpheniramine,Allergic Rhinitis,3.1666666666666665,12
Chlorpheniramine,Cold Symptoms,4.0,1
Chlorpheniramine,Urticaria,1.6666666666666667,3
Chlorpheniramine / dextromethorphan,Cough and Nasal Congestion,1.6,5
Chlorpheniramine / dextromethorphan / phenylephrine,Cough and Nasal Congestion,3.3333333333333335,6
Chlorpheniramine / dextromethorphan / pseudoephedrine,Cough and Nasal Congestion,4.4,5
Chlorpheniramine / hydrocodone,Cold Symptoms,3.6153846153846154,13
Chlorpheniramine / hydrocodone,Cough,3.5402298850574714,87
Chlorpheniramine / hydrocodone,Not Listed / Othe,2.0,1
Chlorpheniramine / hydrocodone / phenylephrine,Cough and Nasal Congestion,3.25,4
Chlorpheniramine / hydrocodone / pseudoephedrine,Cough and Nasal Congestion,4.083333333333333,12
Chlorpheniramine / methscopolamine / phenylephrine,Nasal Congestion,5.0,1
Chlorpheniramine / methscopolamine / phenylephrine,Rhinitis,2.75,4
Chlorpheniramine / methscopolamine / pseudoephedrine,Allergic Rhinitis,1.0,1
Chlorpheniramine / methscopolamine / pseudoephedrine,Sinus Symptoms,3.0,3
Chlorpheniramine / phenylephrine,Allergic Rhinitis,3.25,4
Chlorpheniramine / phenylephrine,Cold Symptoms,3.8333333333333335,6
Chlorpheniramine / pseudoephedrine,Allergic Rhinitis,3.142857142857143,7
Chlorpheniramine / pseudoephedrine,Sinusitis,3.0,2
Chlorpromazine,Hiccups,2.357142857142857,14
Chlorpromazine,Light Sedation,2.75,4
Chlorpromazine,Mania,3.8,5
Chlorpromazine,Nausea/Vomiting,4.0,1
Chlorpromazine,Opiate Withdrawal,2.0,2
Chlorpromazine,Porphyria,4.0,1
Chlorpromazine,Psychosis,3.75,4
Chlorpromazine,Schizophrenia,3.142857142857143,7
Chlorthalidone,Edema,3.0,2
Chlorthalidone,High Blood Pressure,2.5,6
Chlorzoxazone,Muscle Spasm,2.738095238095238,42
Cholecalciferol,Vitamin D Deficiency,2.4,5
Cholecalciferol / folic acid,Dietary Supplementation,2.0,1
Cholestyramine,Crohn's Disease,3.625,8
Cholestyramine,Dumping Syndrome,3.3333333333333335,6
Cholestyramine,Hyperlipoproteinemia,2.0,1
Cholestyramine,"Hyperlipoproteinemia Type IIa, Elevated LDL",3.0,1
Cholestyramine,Irritable Bowel Syndrome,3.3055555555555554,36
Cholestyramine,Not Listed / Othe,2.0,1
Cholestyramine,Post-Cholecystectomy Diarrhea,2.5,14
Cholestyramine,Pruritus of Partial Biliary Obstruction,1.0,1
Cholestyramine Light,Crohn's Disease,5.0,1
Cholestyramine Light,Irritable Bowel Syndrome,1.0,1
Choline salicylate / magnesium salicylate,Pain,1.0,1
Chondroitin / glucosamine,Dietary Supplementation,3.4,5
Chondroitin / glucosamine,Osteoarthritis,2.5,4
Chondroitin / glucosamine / methylsulfonylmethane,Osteoarthritis,2.3333333333333335,3
Chorionic gonadotropin (hcg),"Hypogonadism, Male",4.0,2
Chorionic gonadotropin (hcg),Obesity,3.111111111111111,9
Chorionic gonadotropin (hcg),Ovulation Induction,3.0,1
Chromium picolinate,"Diabetes, Type 2",3.2857142857142856,7
Chromium picolinate,Vitamin/Mineral Supplementation and Deficiency,1.6666666666666667,3
Cialis,13</span> users found this comment helpful.,5.0,1
Cialis,17</span> users found this comment helpful.,5.0,1
Cialis,23</span> users found this comment helpful.,2.0,1
Cialis,51</span> users found this comment helpful.,5.0,1
Cialis,9</span> users found this comment helpful.,3.0,2
Cialis,Benign Prostatic Hyperplasia,3.6595744680851063,47
Cialis,Erectile Dysfunction,3.857142857142857,315
Ciclesonide,Allergic Rhinitis,3.75,8
Ciclesonide,Asthma,4.0,5
Ciclesonide,"Asthma, Maintenance",3.75,8
Ciclodan,"Onychomycosis, Toenail",5.0,1
Ciclopirox,"Onychomycosis, Fingernail",3.0,2
Ciclopirox,"Onychomycosis, Toenail",3.5555555555555554,18
Ciclopirox,Seborrheic Dermatitis,4.5,2
Ciclopirox,Tinea Pedis,1.0,1
Cilostazol,Intermittent Claudication,3.2,5
Cimetidine,GERD,4.333333333333333,3
Cimetidine,Human Papilloma Virus,3.0,2
Cimetidine,Indigestion,4.0,1
Cimetidine,Stomach Ulce,3.5,2
Cimzia,Ankylosing Spondylitis,2.5,4
Cimzia,Crohn's Disease,4.5,2
Cimzia,"Crohn's Disease, Acute",5.0,1
Cimzia,"Crohn's Disease, Maintenance",2.5,6
Cimzia,Psoriatic Arthritis,3.4,5
Cimzia,Rheumatoid Arthritis,3.25,4
Cinacalcet,Secondary Hyperparathyroidism,2.625,8
Cinqair,Asthma,5.0,1
Cinryze,Hereditary Angioedema,3.25,4
Cipro,1</span> users found this comment helpful.,4.0,1
Cipro,6</span> users found this comment helpful.,1.0,1
Cipro,Anthrax,5.0,1
Cipro,Bacterial Infection,2.1818181818181817,11
Cipro,Bladder Infection,2.6,25
Cipro,Bone infection,3.0,1
Cipro,Bronchitis,2.888888888888889,9
Cipro,Cholera,4.0,1
Cipro,Crohn's Disease,5.0,1
Cipro,Diverticulitis,1.8888888888888888,9
Cipro,Infection Prophylaxis,1.0,1
Cipro,Kidney Infections,2.0,14
Cipro,Prostatitis,2.5625,16
Cipro,Sinusitis,2.25,4
Cipro,Skin or Soft Tissue Infection,3.0,1
Cipro,Traveler's Diarrhea,4.0,1
Cipro,Typhoid Feve,4.0,1
Cipro,Urinary Tract Infection,2.452991452991453,117
Ciprodex,1</span> users found this comment helpful.,1.0,1
Ciprodex,9</span> users found this comment helpful.,4.0,1
Ciprodex,Otitis Externa,2.642857142857143,14
Ciprodex,Otitis Media,2.8666666666666667,15
Ciprofloxacin,Acute Otitis Externa,1.5,2
Ciprofloxacin,Anthrax,5.0,1
Ciprofloxacin,Bacterial Infection,2.2758620689655173,29
Ciprofloxacin,Bladder Infection,2.3026315789473686,76
Ciprofloxacin,Bone infection,3.0,1
Ciprofloxacin,Bronchitis,2.6153846153846154,13
Ciprofloxacin,Cholera,4.0,1
Ciprofloxacin,"Conjunctivitis, Bacterial",1.0,1
Ciprofloxacin,Crohn's Disease,3.5,2
Ciprofloxacin,Diverticulitis,1.75,16
Ciprofloxacin,"Epididymitis, Sexually Transmitted",1.5,2
Ciprofloxacin,"Gonococcal Infection, Uncomplicated",4.0,1
Ciprofloxacin,Infection Prophylaxis,1.0,1
Ciprofloxacin,Infectious Diarrhea,2.0,1
Ciprofloxacin,Kidney Infections,2.0681818181818183,44
Ciprofloxacin,Not Listed / Othe,3.0,2
Ciprofloxacin,Pneumonia,4.0,1
Ciprofloxacin,Prostatitis,2.3714285714285714,35
Ciprofloxacin,Salmonella Gastroenteritis,1.0,2
Ciprofloxacin,Sinusitis,3.066666666666667,15
Ciprofloxacin,Skin or Soft Tissue Infection,2.0,5
Ciprofloxacin,Traveler's Diarrhea,3.5,2
Ciprofloxacin,Tympanostomy Tube Placement Surgery,1.0,1
Ciprofloxacin,Typhoid Feve,4.0,1
Ciprofloxacin,Urinary Tract Infection,2.3619909502262444,221
Ciprofloxacin / dexamethasone,Otitis Externa,2.642857142857143,14
Ciprofloxacin / dexamethasone,Otitis Media,2.8666666666666667,15
Cisapride,GERD,3.0,1
Cisplatin,Brain Tum,3.0,1
Citalopram,Agitation,2.6666666666666665,3
Citalopram,Anxiety and Stress,2.8160714285714286,560
Citalopram,Bipolar Disorde,2.5,8
Citalopram,Borderline Personality Disorde,1.0,2
Citalopram,Depression,2.9668615984405458,513
Citalopram,Generalized Anxiety Disorde,2.8,95
Citalopram,Hot Flashes,2.4,5
Citalopram,Not Listed / Othe,3.6,5
Citalopram,Obsessive Compulsive Disorde,2.761904761904762,21
Citalopram,Panic Disorde,2.3529411764705883,51
Citalopram,Persistent Depressive Disorde,3.0,2
Citalopram,Post Traumatic Stress Disorde,3.0,2
Citalopram,Postpartum Depression,2.3333333333333335,21
Citalopram,Premenstrual Dysphoric Disorde,2.357142857142857,14
Citalopram,Severe Mood Dysregulation,3.0,1
Citalopram,Trichotillomania,3.0,3
CitraNatal 90 DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,3.875,8
CitraNatal Assure,Vitamin/Mineral Supplementation during Pregnancy/Lactation,5.0,2
Citrate of Magnesia,Constipation,3.6666666666666665,3
Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,3.3333333333333335,111
Citric acid / potassium citrate,Urinary Tract Stones,2.0,1
Citric acid / simethicone / sodium bicarbonate,Gas,4.0,1
Cladribine,Hairy Cell Leukemia,4.0,1
Claravis,Acne,3.382978723404255,94
Clarifoam EF,Acne,3.857142857142857,7
Clarifoam EF,Rosacea,5.0,3
Clarinex,Allergic Rhinitis,4.0,4
Clarinex,Urticaria,4.0,1
Clarinex-D 12 Hour,Allergic Rhinitis,2.0,1
Clarithromycin,Bronchitis,2.2911392405063293,79
Clarithromycin,Dental Abscess,1.8,5
Clarithromycin,Helicobacter Pylori Infection,2.0833333333333335,24
Clarithromycin,Legionella Pneumonia,1.0,1
Clarithromycin,"Mycobacterium avium-intracellulare, Treatment",2.0,1
Clarithromycin,Mycoplasma Pneumonia,1.5,2
Clarithromycin,Not Listed / Othe,1.3333333333333333,3
Clarithromycin,Otitis Media,2.5714285714285716,14
Clarithromycin,Pertussis,1.0,3
Clarithromycin,Pertussis Prophylaxis,1.0,1
Clarithromycin,Pharyngitis,2.0,4
Clarithromycin,Pneumonia,3.0,29
Clarithromycin,Sinusitis,2.0720720720720722,111
Clarithromycin,Skin and Structure Infection,1.0,3
Clarithromycin,Skin or Soft Tissue Infection,1.0,15
Clarithromycin,Strep Throat,2.2,40
Clarithromycin,Tonsillitis/Pharyngitis,1.619047619047619,21
Clarithromycin,Upper Respiratory Tract Infection,1.8857142857142857,35
Clarithromycin,llicular Lymphoma,3.0,1
Claritin,Allergic Rhinitis,3.0,16
Claritin,Urticaria,1.0,1
Claritin-D,Allergic Rhinitis,2.7777777777777777,9
Claritin-D,Nasal Congestion,2.6363636363636362,22
Claritin-D 12 Hour,Allergic Rhinitis,1.0,1
Claritin-D 12 Hour,Nasal Congestion,2.6666666666666665,3
Claritin-D 24 Hour,Allergic Rhinitis,3.0,2
Claritin-D 24 Hour,Nasal Congestion,2.6666666666666665,3
Clear Eyes Contact Lens Multi-Action Relief,Eye Redness,3.0,1
ClearLax,Constipation,2.5,4
ClearLax,"Constipation, Acute",5.0,1
Clemastine,Allergic Rhinitis,4.0,1
Cleocin,Bacterial Infection,2.0,7
Cleocin,Sinusitis,2.0,4
Cleocin,Skin or Soft Tissue Infection,2.0,3
Cleocin HCl,Bacterial Infection,1.0,1
Cleocin HCl,Bone infection,2.0,1
Cleocin HCl,Skin or Soft Tissue Infection,3.0,1
Cleocin Ovules,Bacterial Vaginitis,1.5,2
Climara,Atrophic Vaginitis,2.0,1
Climara,Hypoestrogenism,3.5,2
Climara,Oophorectomy,4.0,1
Climara,Osteoporosis,1.0,1
Climara,Postmenopausal Symptoms,3.466666666666667,15
Climara Pro,16</span> users found this comment helpful.,3.0,1
Climara Pro,Postmenopausal Symptoms,2.1333333333333333,15
Clindagel,Acne,5.0,1
Clindamax,Bacterial Vaginitis,2.0,3
Clindamycin,Acne,3.3484848484848486,66
Clindamycin,Aspiration Pneumonia,4.0,1
Clindamycin,Bacterial Endocarditis Prevention,1.5,2
Clindamycin,Bacterial Infection,2.0254545454545454,275
Clindamycin,Bacterial Vaginitis,2.8627450980392157,51
Clindamycin,Bone infection,2.2,10
Clindamycin,Deep Neck Infection,3.0,4
Clindamycin,Intraabdominal Infection,1.0,1
Clindamycin,Not Listed / Othe,2.5,6
Clindamycin,Peritonitis,2.4,5
Clindamycin,Pneumonia,1.0,1
Clindamycin,Prevention of Perinatal Group B Streptococcal Disease,4.0,1
Clindamycin,Sinusitis,2.7,20
Clindamycin,Skin or Soft Tissue Infection,2.26,50
Clindamycin,Surgical Prophylaxis,1.8235294117647058,17
Clindamycin / tretinoin,Acne,3.641509433962264,106
Clindesse,Bacterial Vaginitis,2.2857142857142856,7
Clinoril,Ankylosing Spondylitis,3.0,1
Clinoril,"Gout, Acute",4.0,1
Clinoril,Pain,2.0,1
Clinoril,Rheumatoid Arthritis,3.0,1
Clinpro 5000,Prevention of Dental Caries,5.0,1
Clioquinol,Tinea Pedis,3.0,1
Clioquinol / hydrocortisone,Dermatitis,1.0,1
Clobazam,Epilepsy,4.5,2
Clobazam,Lennox-Gastaut Syndrome,2.4285714285714284,7
Clobetasol,Anal Itching,1.0,1
Clobetasol,Atopic Dermatitis,3.5833333333333335,12
Clobetasol,Dermatitis,2.6875,16
Clobetasol,Dermatological Disorders,5.0,1
Clobetasol,Eczema,2.0,1
Clobetasol,Lichen Planus,4.333333333333333,3
Clobetasol,Lichen Sclerosus,3.4,5
Clobetasol,Not Listed / Othe,3.0,1
Clobetasol,Psoriasis,3.6666666666666665,45
Clobex,Atopic Dermatitis,3.0,2
Clobex,Dermatitis,2.5,2
Clobex,Eczema,2.0,1
Clobex,Lichen Planus,3.0,1
Clobex,Lichen Sclerosus,3.0,1
Clobex,Psoriasis,3.4761904761904763,21
Clocortolone,Atopic Dermatitis,3.0,1
Clocortolone,Dermatitis,2.5,2
Clocortolone,Eczema,4.0,1
Clocortolone,Psoriasis,4.0,1
Cloderm,Atopic Dermatitis,3.0,1
Cloderm,Dermatitis,2.5,2
Cloderm,Eczema,4.0,1
Cloderm,Psoriasis,4.0,1
Clomid,Oligospermia,5.0,1
Clomid,Ovulation Induction,3.5454545454545454,11
Clomid,emale Infertility,4.0,33
Clomiphene,Oligospermia,3.75,4
Clomiphene,Ovulation Induction,3.5454545454545454,11
Clomiphene,emale Infertility,3.857142857142857,42
Clomipramine,Depression,3.1538461538461537,13
Clomipramine,Irritable Bowel Syndrome,1.0,1
Clomipramine,Not Listed / Othe,1.0,1
Clomipramine,Obsessive Compulsive Disorde,2.9466666666666668,75
Clomipramine,Panic Disorde,1.5,14
Clomipramine,Premature Ejaculation,5.0,1
Clomipramine,Trichotillomania,4.0,1
Clonazepam,Anxiety,2.8806818181818183,528
Clonazepam,Benzodiazepine Withdrawal,2.823529411764706,17
Clonazepam,Bipolar Disorde,3.272727272727273,77
Clonazepam,Borderline Personality Disorde,1.5,2
Clonazepam,Burning Mouth Syndrome,3.1333333333333333,15
Clonazepam,Chronic Myofascial Pain,1.0,1
Clonazepam,Hyperekplexia,3.0,2
Clonazepam,Insomnia,2.8737864077669903,103
Clonazepam,Migraine Prevention,2.8421052631578947,19
Clonazepam,Night Terrors,2.142857142857143,14
Clonazepam,Not Listed / Othe,3.5714285714285716,7
Clonazepam,Obsessive Compulsive Disorde,5.0,2
Clonazepam,Panic Disorde,2.232283464566929,254
Clonazepam,Periodic Limb Movement Disorde,3.2142857142857144,14
Clonazepam,Restless Legs Syndrome,2.7142857142857144,42
Clonazepam,Seizure Prevention,3.1842105263157894,38
Clonazepam,Sleep Paralysis,3.0,2
Clonazepam,Temporomandibular Joint Disorde,2.5,2
Clonidine,ADHD,3.6666666666666665,36
Clonidine,Alcohol Withdrawal,2.6666666666666665,3
Clonidine,Anxiety,2.96,25
Clonidine,Benzodiazepine Withdrawal,3.0,3
Clonidine,Bipolar Disorde,2.0,5
Clonidine,High Blood Pressure,2.75,44
Clonidine,Hyperhidrosis,3.75,4
Clonidine,Hypertensive Emergency,3.142857142857143,7
Clonidine,"Insomnia, Stimulant-Associated",3.5357142857142856,28
Clonidine,Migraine Prevention,2.6666666666666665,3
Clonidine,Opiate Withdrawal,3.0375,160
Clonidine,Perimenopausal Symptoms,3.0892857142857144,56
Clonidine,Postural Orthostatic Tachycardia Syndrome,5.0,1
Clonidine,Restless Legs Syndrome,4.333333333333333,3
Clonidine,Tourette's Syndrome,3.210526315789474,19
Clopidogrel,Acute Coronary Syndrome,1.0,1
Clopidogrel,Heart Attack,2.4583333333333335,24
Clopidogrel,Ischemic Stroke,2.857142857142857,7
Clopidogrel,"Ischemic Stroke, Prophylaxis",5.0,1
Clopidogrel,Percutaneous Coronary Intervention,2.0,1
Clopidogrel,Peripheral Arterial Disease,3.25,4
Clopidogrel,Platelet Aggregation Inhibition,2.5,2
Clopidogrel,Transient Ischemic Attack,2.6666666666666665,3
Clorazepate,Alcohol Withdrawal,3.0,1
Clorazepate,Anxiety,3.0416666666666665,24
Clorazepate,Seizure Prevention,4.0,1
Clotrimazole,Cutaneous Candidiasis,4.0,1
Clotrimazole,Oral Thrush,2.909090909090909,11
Clotrimazole,Tinea Corporis,2.0,1
Clotrimazole,Tinea Cruris,5.0,1
Clotrimazole,Tinea Versicol,5.0,1
Clotrimazole,Vaginal Yeast Infection,4.0,2
Clove,Oral and Dental Conditions,5.0,1
Clozapine,Borderline Personality Disorde,1.0,3
Clozapine,Not Listed / Othe,5.0,1
Clozapine,Paranoid Disorde,3.0,2
Clozapine,Schizophrenia,3.619047619047619,21
Clozaril,Schizophrenia,3.625,8
Co-trimoxazole,Bacterial Skin Infection,3.0,1
CoQ10,Dietary Supplementation,3.8,5
Coagulation factor ix,Hemophilia B,5.0,1
Coagulation factor ix,actor IX Deficiency,5.0,1
Coal tar,Dermatitis,2.3333333333333335,3
Coal tar,Psoriasis,4.0,10
Coal tar,Seborrheic Dermatitis,5.0,1
Coal tar / salicylic acid / sulfur,Psoriasis,3.0,1
Coartem,Malaria,3.6666666666666665,3
Cobicistat / darunavir,HIV Infection,2.3333333333333335,3
Cobicistat / elvitegravir / emtricitabine / tenofovir,HIV Infection,3.4473684210526314,76
Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,HIV Infection,3.4363636363636365,55
Codeine,Cough,3.0,3
Codeine,Diarrhea,2.75,4
Codeine,Pain,2.5172413793103448,29
Codeine / guaifenesin,Cough,2.9622641509433962,53
Codeine / guaifenesin / pseudoephedrine,Cold Symptoms,2.0,1
Codeine / promethazine,Cough,3.25,44
Codimal DM,Cold Symptoms,3.0,2
Coenzyme Q10,23</span> users found this comment helpful.,5.0,1
Coenzyme Q10,Dietary Supplementation,4.0,1
Cogentin,Extrapyramidal Reaction,2.8333333333333335,6
Colace,Constipation,3.5,2
Colazal,Crohn's Disease,2.0,3
Colazal,Ulcerative Colitis,2.8333333333333335,6
Colazal,"Ulcerative Colitis, Active",4.0,1
Colchicine,Behcet's Disease,2.3333333333333335,3
Colchicine,"Gout, Acute",2.4186046511627906,43
Colchicine,"Gout, Prophylaxis",3.5,4
Colchicine,"Pseudogout, Prophylaxis",1.0,1
Colchicine,amilial Mediterranean Feve,2.6,5
Colchicine / probenecid,Gouty Arthritis,1.0,2
Colcrys,"Gout, Acute",2.55,20
Colcrys,"Gout, Prophylaxis",4.0,1
Colcrys,amilial Mediterranean Feve,1.0,1
Colesevelam,"Diabetes, Type 2",2.8333333333333335,6
Colesevelam,"Diarrhea, Chronic",3.1818181818181817,33
Colesevelam,High Cholesterol,2.888888888888889,9
Colesevelam,"Hyperlipoproteinemia Type IIa, Elevated LDL",3.0,3
Collagenase,Keratosis,4.0,1
Collagenase Santyl,Keratosis,4.0,1
